source,type,target,provider,account_id,tech_family
apt-personalization-ds.catwalk-k8s.stg-myteksi.com.,NS,"ns-615.awsdns-12.net,ns-1303.awsdns-34.org,ns-442.awsdns-55.com,ns-1807.awsdns-33.co.uk",AWS,,
gaia.catwalk-k8s.stg-myteksi.com.,NS,"ns-1785.awsdns-31.co.uk,ns-448.awsdns-56.com,ns-625.awsdns-14.net,ns-1267.awsdns-30.org",AWS,,
gfg.catwalk-k8s.stg-myteksi.com.,NS,"ns-365.awsdns-45.com,ns-1164.awsdns-17.org,ns-785.awsdns-34.net,ns-1759.awsdns-27.co.uk",AWS,,
grab-ads.catwalk-k8s.stg-myteksi.com.,NS,"ns-1581.awsdns-05.co.uk,ns-336.awsdns-42.com,ns-710.awsdns-24.net,ns-1090.awsdns-08.org",AWS,,
grab-food-b.catwalk-k8s.stg-myteksi.com.,NS,"ns-984.awsdns-59.net,ns-1321.awsdns-37.org,ns-358.awsdns-44.com,ns-1600.awsdns-08.co.uk",AWS,,
grab-delivery.catwalk-k8s.stg-myteksi.com.,NS,"ns-1844.awsdns-38.co.uk,ns-812.awsdns-37.net,ns-1263.awsdns-29.org,ns-322.awsdns-40.com",AWS,,
grab-food-c.catwalk-k8s.stg-myteksi.com.,NS,"ns-372.awsdns-46.com,ns-1534.awsdns-63.org,ns-1779.awsdns-30.co.uk,ns-936.awsdns-53.net",AWS,,
grab-food.catwalk-k8s.stg-myteksi.com.,NS,"ns-1177.awsdns-19.org,ns-412.awsdns-51.com,ns-1810.awsdns-34.co.uk,ns-774.awsdns-32.net",AWS,,
r1.cp1.ovo.id.,NS,"ns-1761.awsdns-28.co.uk.,ns-85.awsdns-10.com.,ns-944.awsdns-54.net.,ns-1287.awsdns-32.org.",AWS,,
grab-geo-b.catwalk-k8s.stg-myteksi.com.,NS,"ns-40.awsdns-05.com,ns-1586.awsdns-06.co.uk,ns-1020.awsdns-63.net,ns-1081.awsdns-07.org",AWS,,
grab-geo-d.catwalk-k8s.stg-myteksi.com.,NS,"ns-903.awsdns-48.net,ns-1192.awsdns-21.org,ns-1666.awsdns-16.co.uk,ns-126.awsdns-15.com",AWS,,
grab-geo-c.catwalk-k8s.stg-myteksi.com.,NS,"ns-62.awsdns-07.com,ns-748.awsdns-29.net,ns-1327.awsdns-37.org,ns-1582.awsdns-05.co.uk",AWS,,
gfsa-lending.catwalk-k8s.stg-myteksi.com.,NS,"ns-1649.awsdns-14.co.uk,ns-499.awsdns-62.com,ns-994.awsdns-60.net,ns-1219.awsdns-24.org",AWS,,
grab-econs.catwalk-k8s.stg-myteksi.com.,NS,"ns-1868.awsdns-41.co.uk,ns-468.awsdns-58.com,ns-1494.awsdns-58.org,ns-967.awsdns-56.net",AWS,,
grab-safety.catwalk-k8s.stg-myteksi.com.,NS,"ns-296.awsdns-37.com,ns-1422.awsdns-49.org,ns-1553.awsdns-02.co.uk,ns-898.awsdns-48.net",AWS,,
grab-search.catwalk-k8s.stg-myteksi.com.,NS,"ns-2042.awsdns-63.co.uk,ns-966.awsdns-56.net,ns-417.awsdns-52.com,ns-1212.awsdns-23.org",AWS,,
grab-fraud.catwalk-k8s.stg-myteksi.com.,NS,"ns-862.awsdns-43.net,ns-1793.awsdns-32.co.uk,ns-1053.awsdns-03.org,ns-431.awsdns-53.com",AWS,,
grabrecommender.catwalk-k8s.stg-myteksi.com.,NS,"ns-1317.awsdns-36.org,ns-1968.awsdns-54.co.uk,ns-600.awsdns-11.net,ns-96.awsdns-12.com",AWS,,
locust-beta.catwalk-k8s.stg-myteksi.com.,NS,"ns-1665.awsdns-16.co.uk,ns-345.awsdns-43.com,ns-599.awsdns-10.net,ns-1276.awsdns-31.org",AWS,,
locust-cse.catwalk-k8s.stg-myteksi.com.,NS,"ns-539.awsdns-03.net,ns-1376.awsdns-44.org,ns-1864.awsdns-41.co.uk,ns-502.awsdns-62.com",AWS,,
locust-cxpersonalisation.catwalk-k8s.stg-myteksi.com.,NS,"ns-1432.awsdns-51.org,ns-1640.awsdns-13.co.uk,ns-77.awsdns-09.com,ns-686.awsdns-21.net",AWS,,
locust-data-bootcamp.catwalk-k8s.stg-myteksi.com.,NS,"ns-1052.awsdns-03.org,ns-80.awsdns-10.com,ns-838.awsdns-40.net,ns-1925.awsdns-48.co.uk",AWS,,
locust-gaia.catwalk-k8s.stg-myteksi.com.,NS,"ns-819.awsdns-38.net,ns-1523.awsdns-62.org,ns-1810.awsdns-34.co.uk,ns-21.awsdns-02.com",AWS,,
locust-gfsa-lending.catwalk-k8s.stg-myteksi.com.,NS,"ns-971.awsdns-57.net,ns-329.awsdns-41.com,ns-1381.awsdns-44.org,ns-1618.awsdns-10.co.uk",AWS,,
locust-grab-ads.catwalk-k8s.stg-myteksi.com.,NS,"ns-831.awsdns-39.net,ns-2037.awsdns-62.co.uk,ns-371.awsdns-46.com,ns-1388.awsdns-45.org",AWS,,
locust-grab-delivery.catwalk-k8s.stg-myteksi.com.,NS,"ns-1068.awsdns-05.org,ns-274.awsdns-34.com,ns-888.awsdns-47.net,ns-1675.awsdns-17.co.uk",AWS,,
grab-geo-e.catwalk-k8s.stg-myteksi.com.,NS,"ns-1704.awsdns-21.co.uk,ns-1111.awsdns-10.org,ns-869.awsdns-44.net,ns-279.awsdns-34.com",AWS,,
locust-grab-econs.catwalk-k8s.stg-myteksi.com.,NS,"ns-1435.awsdns-51.org,ns-134.awsdns-16.com,ns-1017.awsdns-63.net,ns-2033.awsdns-62.co.uk",AWS,,
locust-grab-food-b.catwalk-k8s.stg-myteksi.com.,NS,"ns-1107.awsdns-10.org,ns-1.awsdns-00.com,ns-732.awsdns-27.net,ns-1795.awsdns-32.co.uk",AWS,,
grab-geo.catwalk-k8s.stg-myteksi.com.,NS,"ns-1106.awsdns-10.org,ns-1794.awsdns-32.co.uk,ns-298.awsdns-37.com,ns-943.awsdns-53.net",AWS,,
locust-grab-fraud.catwalk-k8s.stg-myteksi.com.,NS,"ns-1760.awsdns-28.co.uk,ns-732.awsdns-27.net,ns-1440.awsdns-52.org,ns-143.awsdns-17.com",AWS,,
locust-grab-food.catwalk-k8s.stg-myteksi.com.,NS,"ns-627.awsdns-14.net,ns-184.awsdns-23.com,ns-1172.awsdns-18.org,ns-1938.awsdns-50.co.uk",AWS,,
locust-grab-geo-b.catwalk-k8s.stg-myteksi.com.,NS,"ns-648.awsdns-17.net,ns-43.awsdns-05.com,ns-1824.awsdns-36.co.uk,ns-1178.awsdns-19.org",AWS,,
locust-grab-geo-c.catwalk-k8s.stg-myteksi.com.,NS,"ns-1668.awsdns-16.co.uk,ns-1459.awsdns-54.org,ns-876.awsdns-45.net,ns-396.awsdns-49.com",AWS,,
locust-grab-geo-d.catwalk-k8s.stg-myteksi.com.,NS,"ns-992.awsdns-60.net,ns-1295.awsdns-33.org,ns-1546.awsdns-01.co.uk,ns-322.awsdns-40.com",AWS,,
grab-identity.catwalk-k8s.stg-myteksi.com.,NS,"ns-1262.awsdns-29.org,ns-720.awsdns-26.net,ns-1832.awsdns-37.co.uk,ns-403.awsdns-50.com",AWS,,
locust-grab-geo-e.catwalk-k8s.stg-myteksi.com.,NS,"ns-763.awsdns-31.net,ns-139.awsdns-17.com,ns-1903.awsdns-45.co.uk,ns-1046.awsdns-02.org",AWS,,
locust-grab-geo.catwalk-k8s.stg-myteksi.com.,NS,"ns-1501.awsdns-59.org,ns-914.awsdns-50.net,ns-89.awsdns-11.com,ns-1951.awsdns-51.co.uk",AWS,,
locust-apt-personalization-ds.catwalk-k8s.stg-myteksi.com.,NS,"ns-546.awsdns-04.net,ns-1970.awsdns-54.co.uk,ns-239.awsdns-29.com,ns-1230.awsdns-25.org",AWS,,
locust-transport-ds.catwalk-k8s.stg-myteksi.com.,NS,"ns-545.awsdns-04.net,ns-1514.awsdns-61.org,ns-263.awsdns-32.com,ns-1767.awsdns-28.co.uk",AWS,,
locust-grab-search.catwalk-k8s.stg-myteksi.com.,NS,"ns-1627.awsdns-11.co.uk,ns-1453.awsdns-53.org,ns-149.awsdns-18.com,ns-580.awsdns-08.net",AWS,,
locust-grab-identity.catwalk-k8s.stg-myteksi.com.,NS,"ns-711.awsdns-24.net,ns-1858.awsdns-40.co.uk,ns-1150.awsdns-15.org,ns-42.awsdns-05.com",AWS,,
transport-ds.catwalk-k8s.stg-myteksi.com.,NS,"ns-2019.awsdns-60.co.uk,ns-1136.awsdns-14.org,ns-59.awsdns-07.com,ns-869.awsdns-44.net",AWS,,
catwalk-k8s.myteksi.net.,NS,"ns-540.awsdns-03.net.,ns-181.awsdns-22.com.,ns-1630.awsdns-11.co.uk.,ns-1464.awsdns-55.org.",AWS,,
apt-personalization-ds.catwalk-k8s.myteksi.net.,NS,"ns-1436.awsdns-51.org,ns-208.awsdns-26.com,ns-1960.awsdns-53.co.uk,ns-869.awsdns-44.net",AWS,,
locust-grab-food-c.catwalk-k8s.stg-myteksi.com.,NS,"ns-735.awsdns-27.net,ns-1673.awsdns-17.co.uk,ns-129.awsdns-16.com,ns-1364.awsdns-42.org",AWS,,
cse.catwalk-k8s.myteksi.net.,NS,"ns-861.awsdns-43.net,ns-1901.awsdns-45.co.uk,ns-244.awsdns-30.com,ns-1349.awsdns-40.org",AWS,,
beta.catwalk-k8s.myteksi.net.,NS,"ns-265.awsdns-33.com,ns-769.awsdns-32.net,ns-1069.awsdns-05.org,ns-1548.awsdns-01.co.uk",AWS,,
cxpersonalisation.catwalk-k8s.myteksi.net.,NS,"ns-1863.awsdns-40.co.uk,ns-854.awsdns-42.net,ns-268.awsdns-33.com,ns-1294.awsdns-33.org",AWS,,
locust-grab-safety.catwalk-k8s.stg-myteksi.com.,NS,"ns-43.awsdns-05.com,ns-1708.awsdns-21.co.uk,ns-1527.awsdns-62.org,ns-693.awsdns-22.net",AWS,,
locust-gfg.catwalk-k8s.stg-myteksi.com.,NS,"ns-1101.awsdns-09.org,ns-1749.awsdns-26.co.uk,ns-223.awsdns-27.com,ns-980.awsdns-58.net",AWS,,
locust-grabrecommender.catwalk-k8s.stg-myteksi.com.,NS,"ns-874.awsdns-45.net,ns-441.awsdns-55.com,ns-1438.awsdns-51.org,ns-1690.awsdns-19.co.uk",AWS,,
gfg.catwalk-k8s.myteksi.net.,NS,"ns-1236.awsdns-26.org,ns-765.awsdns-31.net,ns-348.awsdns-43.com,ns-1796.awsdns-32.co.uk",AWS,,
gfsa-lending.catwalk-k8s.myteksi.net.,NS,"ns-2038.awsdns-62.co.uk,ns-711.awsdns-24.net,ns-1051.awsdns-03.org,ns-321.awsdns-40.com",AWS,,
grab-ads.catwalk-k8s.myteksi.net.,NS,"ns-65.awsdns-08.com,ns-1263.awsdns-29.org,ns-1933.awsdns-49.co.uk,ns-650.awsdns-17.net",AWS,,
data-bootcamp.catwalk-k8s.myteksi.net.,NS,"ns-1867.awsdns-41.co.uk,ns-1231.awsdns-25.org,ns-961.awsdns-56.net,ns-228.awsdns-28.com",AWS,,
grab-food-b.catwalk-k8s.myteksi.net.,NS,"ns-1416.awsdns-49.org,ns-797.awsdns-35.net,ns-1783.awsdns-30.co.uk,ns-125.awsdns-15.com",AWS,,
gaia.catwalk-k8s.myteksi.net.,NS,"ns-558.awsdns-05.net,ns-63.awsdns-07.com,ns-1903.awsdns-45.co.uk,ns-1327.awsdns-37.org",AWS,,
grab-food.catwalk-k8s.myteksi.net.,NS,"ns-93.awsdns-11.com,ns-1080.awsdns-07.org,ns-2011.awsdns-59.co.uk,ns-883.awsdns-46.net",AWS,,
grab-fraud.catwalk-k8s.myteksi.net.,NS,"ns-1716.awsdns-22.co.uk,ns-709.awsdns-24.net,ns-1483.awsdns-57.org,ns-79.awsdns-09.com",AWS,,
grab-geo-b.catwalk-k8s.myteksi.net.,NS,"ns-366.awsdns-45.com,ns-1921.awsdns-48.co.uk,ns-1528.awsdns-63.org,ns-580.awsdns-08.net",AWS,,
grab-geo-d.catwalk-k8s.myteksi.net.,NS,"ns-854.awsdns-42.net,ns-284.awsdns-35.com,ns-1151.awsdns-15.org,ns-1734.awsdns-24.co.uk",AWS,,
grab-geo-e.catwalk-k8s.myteksi.net.,NS,"ns-1751.awsdns-26.co.uk,ns-841.awsdns-41.net,ns-228.awsdns-28.com,ns-1237.awsdns-26.org",AWS,,
grab-geo.catwalk-k8s.myteksi.net.,NS,"ns-1001.awsdns-61.net,ns-1766.awsdns-28.co.uk,ns-455.awsdns-56.com,ns-1373.awsdns-43.org",AWS,,
grab-food-c.catwalk-k8s.myteksi.net.,NS,"ns-1997.awsdns-57.co.uk,ns-437.awsdns-54.com,ns-739.awsdns-28.net,ns-1374.awsdns-43.org",AWS,,
grab-identity.catwalk-k8s.myteksi.net.,NS,"ns-1775.awsdns-29.co.uk,ns-1360.awsdns-42.org,ns-460.awsdns-57.com,ns-1018.awsdns-63.net",AWS,,
grab-geo-c.catwalk-k8s.myteksi.net.,NS,"ns-278.awsdns-34.com,ns-1919.awsdns-47.co.uk,ns-1358.awsdns-41.org,ns-836.awsdns-40.net",AWS,,
grab-econs.catwalk-k8s.myteksi.net.,NS,"ns-665.awsdns-19.net,ns-1750.awsdns-26.co.uk,ns-1483.awsdns-57.org,ns-157.awsdns-19.com",AWS,,
grab-safety.catwalk-k8s.myteksi.net.,NS,"ns-421.awsdns-52.com,ns-1771.awsdns-29.co.uk,ns-1250.awsdns-28.org,ns-655.awsdns-17.net",AWS,,
grabrecommender.catwalk-k8s.myteksi.net.,NS,"ns-1041.awsdns-02.org,ns-1748.awsdns-26.co.uk,ns-351.awsdns-43.com,ns-911.awsdns-49.net",AWS,,
gaia.catwalk-k8s.stg-myteksi.com.,NS,"ns-1785.awsdns-31.co.uk.,ns-625.awsdns-14.net.,ns-448.awsdns-56.com.,ns-1267.awsdns-30.org.",AWS,,
transport-ds.catwalk-k8s.myteksi.net.,NS,"ns-657.awsdns-18.net,ns-360.awsdns-45.com,ns-1656.awsdns-15.co.uk,ns-1194.awsdns-21.org",AWS,,
grab-safety.catwalk-k8s.stg-myteksi.com.,NS,"ns-1553.awsdns-02.co.uk.,ns-296.awsdns-37.com.,ns-898.awsdns-48.net.,ns-1422.awsdns-49.org.",AWS,,
transport-ds.catwalk-k8s.stg-myteksi.com.,NS,"ns-59.awsdns-07.com.,ns-869.awsdns-44.net.,ns-1136.awsdns-14.org.,ns-2019.awsdns-60.co.uk.",AWS,,
grab-fraud.catwalk-k8s.stg-myteksi.com.,NS,"ns-431.awsdns-53.com.,ns-1053.awsdns-03.org.,ns-862.awsdns-43.net.,ns-1793.awsdns-32.co.uk.",AWS,,
beta.catwalk-k8s.stg-myteksi.com.,NS,"ns-752.awsdns-30.net.,ns-1046.awsdns-02.org.,ns-176.awsdns-22.com.,ns-1929.awsdns-49.co.uk.",AWS,,
grab-delivery.catwalk-k8s.myteksi.net.,NS,"ns-982.awsdns-58.net,ns-1510.awsdns-60.org,ns-2039.awsdns-62.co.uk,ns-100.awsdns-12.com",AWS,,
cxpersonalisation.catwalk-k8s.stg-myteksi.com.,NS,"ns-676.awsdns-20.net.,ns-1778.awsdns-30.co.uk.,ns-1116.awsdns-11.org.,ns-33.awsdns-04.com.",AWS,,
data-bootcamp.catwalk-k8s.stg-myteksi.com.,NS,"ns-1579.awsdns-05.co.uk.,ns-14.awsdns-01.com.,ns-1410.awsdns-48.org.,ns-710.awsdns-24.net.",AWS,,
grab-safety.catwalk-k8s.myteksi.net.,NS,"ns-1771.awsdns-29.co.uk.,ns-655.awsdns-17.net.,ns-1250.awsdns-28.org.,ns-421.awsdns-52.com.",AWS,,
grab-food.catwalk-k8s.stg-myteksi.com.,NS,"ns-774.awsdns-32.net.,ns-1810.awsdns-34.co.uk.,ns-1177.awsdns-19.org.,ns-412.awsdns-51.com.",AWS,,
cxpersonalisation.catwalk-k8s.myteksi.net.,NS,"ns-1294.awsdns-33.org.,ns-268.awsdns-33.com.,ns-1863.awsdns-40.co.uk.,ns-854.awsdns-42.net.",AWS,,
data-bootcamp.catwalk-k8s.myteksi.net.,NS,"ns-961.awsdns-56.net.,ns-1231.awsdns-25.org.,ns-1867.awsdns-41.co.uk.,ns-228.awsdns-28.com.",AWS,,
transport-ds.catwalk-k8s.myteksi.net.,NS,"ns-1656.awsdns-15.co.uk.,ns-360.awsdns-45.com.,ns-657.awsdns-18.net.,ns-1194.awsdns-21.org.",AWS,,
grab-food.catwalk-k8s.myteksi.net.,NS,"ns-93.awsdns-11.com.,ns-883.awsdns-46.net.,ns-1080.awsdns-07.org.,ns-2011.awsdns-59.co.uk.",AWS,,
beta.catwalk-k8s.myteksi.net.,NS,"ns-1069.awsdns-05.org.,ns-769.awsdns-32.net.,ns-265.awsdns-33.com.,ns-1548.awsdns-01.co.uk.",AWS,,
gaia.catwalk-k8s.myteksi.net.,NS,"ns-63.awsdns-07.com.,ns-558.awsdns-05.net.,ns-1903.awsdns-45.co.uk.,ns-1327.awsdns-37.org.",AWS,,
compute-aardwolf.chimera.myteksi.net.,NS,"ns-1803.awsdns-33.co.uk,ns-1234.awsdns-26.org,ns-455.awsdns-56.com,ns-667.awsdns-19.net",AWS,,
grab-fraud.catwalk-k8s.myteksi.net.,NS,"ns-1716.awsdns-22.co.uk.,ns-79.awsdns-09.com.,ns-1483.awsdns-57.org.,ns-709.awsdns-24.net.",AWS,,
compute-antelope.chimera.myteksi.net.,NS,"ns-1228.awsdns-25.org,ns-872.awsdns-45.net,ns-75.awsdns-09.com,ns-1620.awsdns-10.co.uk",AWS,,
chimera.myteksi.net.,NS,"ns-1581.awsdns-05.co.uk.,ns-935.awsdns-52.net.,ns-1240.awsdns-27.org.,ns-469.awsdns-58.com.",AWS,,
compute-anteater.chimera.myteksi.net.,NS,"ns-1831.awsdns-36.co.uk,ns-446.awsdns-55.com,ns-1184.awsdns-20.org,ns-754.awsdns-30.net",AWS,,
prd-catwalk-0.chimera.myteksi.net.,NS,"ns-934.awsdns-52.net,ns-1774.awsdns-29.co.uk,ns-1136.awsdns-14.org,ns-259.awsdns-32.com",AWS,,
prd-catwalk-1.chimera.myteksi.net.,NS,"ns-1662.awsdns-15.co.uk,ns-1353.awsdns-41.org,ns-42.awsdns-05.com,ns-822.awsdns-38.net",AWS,,
sandbox-mice.chimera.myteksi.net.,NS,"ns-1122.awsdns-12.org,ns-911.awsdns-49.net,ns-260.awsdns-32.com,ns-1738.awsdns-25.co.uk",AWS,,
stg-catwalk-0.chimera.myteksi.net.,NS,"ns-1323.awsdns-37.org,ns-1004.awsdns-61.net,ns-116.awsdns-14.com,ns-1890.awsdns-44.co.uk",AWS,,
sandbox-alligator.chimera.myteksi.net.,NS,"ns-729.awsdns-27.net,ns-1904.awsdns-46.co.uk,ns-13.awsdns-01.com,ns-1207.awsdns-22.org",AWS,,
stg-catwalk-1.chimera.myteksi.net.,NS,"ns-474.awsdns-59.com,ns-1649.awsdns-14.co.uk,ns-1193.awsdns-21.org,ns-537.awsdns-03.net",AWS,,
cse.catwalk-k8s.stg-myteksi.com.,NS,"ns-1371.awsdns-43.org.,ns-1995.awsdns-57.co.uk.,ns-741.awsdns-28.net.,ns-436.awsdns-54.com.",AWS,,
sandbox-anaconda.chimera.myteksi.net.,NS,"ns-1840.awsdns-38.co.uk,ns-625.awsdns-14.net,ns-312.awsdns-39.com,ns-1456.awsdns-54.org",AWS,,
sandbox-alligator.chimera.myteksi.net.,NS,"ns-1207.awsdns-22.org.,ns-729.awsdns-27.net.,ns-13.awsdns-01.com.,ns-1904.awsdns-46.co.uk.",AWS,,
grab-identity.catwalk-k8s.stg-myteksi.com.,NS,"ns-1262.awsdns-29.org.,ns-1832.awsdns-37.co.uk.,ns-720.awsdns-26.net.,ns-403.awsdns-50.com.",AWS,,
grab-geo.catwalk-k8s.stg-myteksi.com.,NS,"ns-298.awsdns-37.com.,ns-943.awsdns-53.net.,ns-1106.awsdns-10.org.,ns-1794.awsdns-32.co.uk.",AWS,,
gfg.catwalk-k8s.stg-myteksi.com.,NS,"ns-365.awsdns-45.com.,ns-1164.awsdns-17.org.,ns-785.awsdns-34.net.,ns-1759.awsdns-27.co.uk.",AWS,,
grab-identity.catwalk-k8s.myteksi.net.,NS,"ns-460.awsdns-57.com.,ns-1775.awsdns-29.co.uk.,ns-1360.awsdns-42.org.,ns-1018.awsdns-63.net.",AWS,,
grab-geo.catwalk-k8s.myteksi.net.,NS,"ns-455.awsdns-56.com.,ns-1766.awsdns-28.co.uk.,ns-1001.awsdns-61.net.,ns-1373.awsdns-43.org.",AWS,,
sandbox-anaconda.chimera.myteksi.net.,NS,"ns-1840.awsdns-38.co.uk.,ns-312.awsdns-39.com.,ns-625.awsdns-14.net.,ns-1456.awsdns-54.org.",AWS,,
compute-aardwolf.chimera.myteksi.net.,NS,"ns-455.awsdns-56.com.,ns-1803.awsdns-33.co.uk.,ns-667.awsdns-19.net.,ns-1234.awsdns-26.org.",AWS,,
compute-antelope.chimera.myteksi.net.,NS,"ns-75.awsdns-09.com.,ns-872.awsdns-45.net.,ns-1620.awsdns-10.co.uk.,ns-1228.awsdns-25.org.",AWS,,
sandbox-mice.chimera.myteksi.net.,NS,"ns-1122.awsdns-12.org.,ns-1738.awsdns-25.co.uk.,ns-911.awsdns-49.net.,ns-260.awsdns-32.com.",AWS,,
gfg.catwalk-k8s.myteksi.net.,NS,"ns-348.awsdns-43.com.,ns-1796.awsdns-32.co.uk.,ns-1236.awsdns-26.org.,ns-765.awsdns-31.net.",AWS,,
cse.catwalk-k8s.myteksi.net.,NS,"ns-1901.awsdns-45.co.uk.,ns-1349.awsdns-40.org.,ns-244.awsdns-30.com.,ns-861.awsdns-43.net.",AWS,,
locust-transport-ds.catwalk-k8s.stg-myteksi.com.,NS,"ns-545.awsdns-04.net.,ns-1514.awsdns-61.org.,ns-263.awsdns-32.com.,ns-1767.awsdns-28.co.uk.",AWS,,
grab-ads.catwalk-k8s.stg-myteksi.com.,NS,"ns-336.awsdns-42.com.,ns-1581.awsdns-05.co.uk.,ns-710.awsdns-24.net.,ns-1090.awsdns-08.org.",AWS,,
locust-grab-ads.catwalk-k8s.stg-myteksi.com.,NS,"ns-831.awsdns-39.net.,ns-371.awsdns-46.com.,ns-1388.awsdns-45.org.,ns-2037.awsdns-62.co.uk.",AWS,,
locust-grab-food-b.catwalk-k8s.stg-myteksi.com.,NS,"ns-732.awsdns-27.net.,ns-1795.awsdns-32.co.uk.,ns-1.awsdns-00.com.,ns-1107.awsdns-10.org.",AWS,,
locust-grabrecommender.catwalk-k8s.stg-myteksi.com.,NS,"ns-1690.awsdns-19.co.uk.,ns-1438.awsdns-51.org.,ns-874.awsdns-45.net.,ns-441.awsdns-55.com.",AWS,,
grabrecommender.catwalk-k8s.stg-myteksi.com.,NS,"ns-1317.awsdns-36.org.,ns-600.awsdns-11.net.,ns-96.awsdns-12.com.,ns-1968.awsdns-54.co.uk.",AWS,,
apt-personalization-ds.catwalk-k8s.myteksi.net.,NS,"ns-869.awsdns-44.net.,ns-1960.awsdns-53.co.uk.,ns-1436.awsdns-51.org.,ns-208.awsdns-26.com.",AWS,,
apt-personalization-ds.catwalk-k8s.stg-myteksi.com.,NS,"ns-1807.awsdns-33.co.uk.,ns-442.awsdns-55.com.,ns-1303.awsdns-34.org.,ns-615.awsdns-12.net.",AWS,,
prd-catwalk-1.chimera.myteksi.net.,NS,"ns-822.awsdns-38.net.,ns-1353.awsdns-41.org.,ns-1662.awsdns-15.co.uk.,ns-42.awsdns-05.com.",AWS,,
grab-geo-b.catwalk-k8s.stg-myteksi.com.,NS,"ns-1081.awsdns-07.org.,ns-1020.awsdns-63.net.,ns-40.awsdns-05.com.,ns-1586.awsdns-06.co.uk.",AWS,,
grab-geo-e.catwalk-k8s.stg-myteksi.com.,NS,"ns-869.awsdns-44.net.,ns-279.awsdns-34.com.,ns-1111.awsdns-10.org.,ns-1704.awsdns-21.co.uk.",AWS,,
locust-gfsa-lending.catwalk-k8s.stg-myteksi.com.,NS,"ns-329.awsdns-41.com.,ns-971.awsdns-57.net.,ns-1381.awsdns-44.org.,ns-1618.awsdns-10.co.uk.",AWS,,
grab-geo-e.catwalk-k8s.myteksi.net.,NS,"ns-1237.awsdns-26.org.,ns-1751.awsdns-26.co.uk.,ns-841.awsdns-41.net.,ns-228.awsdns-28.com.",AWS,,
locust-grab-identity.catwalk-k8s.stg-myteksi.com.,NS,"ns-711.awsdns-24.net.,ns-1858.awsdns-40.co.uk.,ns-42.awsdns-05.com.,ns-1150.awsdns-15.org.",AWS,,
locust-grab-delivery.catwalk-k8s.stg-myteksi.com.,NS,"ns-1068.awsdns-05.org.,ns-888.awsdns-47.net.,ns-1675.awsdns-17.co.uk.,ns-274.awsdns-34.com.",AWS,,
grab-delivery.catwalk-k8s.stg-myteksi.com.,NS,"ns-1844.awsdns-38.co.uk.,ns-812.awsdns-37.net.,ns-322.awsdns-40.com.,ns-1263.awsdns-29.org.",AWS,,
compute-anteater.chimera.myteksi.net.,NS,"ns-754.awsdns-30.net.,ns-446.awsdns-55.com.,ns-1184.awsdns-20.org.,ns-1831.awsdns-36.co.uk.",AWS,,
grab-ads.catwalk-k8s.myteksi.net.,NS,"ns-1933.awsdns-49.co.uk.,ns-65.awsdns-08.com.,ns-650.awsdns-17.net.,ns-1263.awsdns-29.org.",AWS,,
stg-catwalk-0.chimera.myteksi.net.,NS,"ns-116.awsdns-14.com.,ns-1004.awsdns-61.net.,ns-1890.awsdns-44.co.uk.,ns-1323.awsdns-37.org.",AWS,,
grab-food-c.catwalk-k8s.myteksi.net.,NS,"ns-1374.awsdns-43.org.,ns-437.awsdns-54.com.,ns-739.awsdns-28.net.,ns-1997.awsdns-57.co.uk.",AWS,,
locust-grab-geo-d.catwalk-k8s.stg-myteksi.com.,NS,"ns-1546.awsdns-01.co.uk.,ns-1295.awsdns-33.org.,ns-322.awsdns-40.com.,ns-992.awsdns-60.net.",AWS,,
locust-grab-geo-e.catwalk-k8s.stg-myteksi.com.,NS,"ns-1903.awsdns-45.co.uk.,ns-1046.awsdns-02.org.,ns-763.awsdns-31.net.,ns-139.awsdns-17.com.",AWS,,
locust-grab-geo-c.catwalk-k8s.stg-myteksi.com.,NS,"ns-396.awsdns-49.com.,ns-1668.awsdns-16.co.uk.,ns-876.awsdns-45.net.,ns-1459.awsdns-54.org.",AWS,,
locust-gaia.catwalk-k8s.stg-myteksi.com.,NS,"ns-1810.awsdns-34.co.uk.,ns-1523.awsdns-62.org.,ns-21.awsdns-02.com.,ns-819.awsdns-38.net.",AWS,,
grab-geo-c.catwalk-k8s.myteksi.net.,NS,"ns-278.awsdns-34.com.,ns-1358.awsdns-41.org.,ns-1919.awsdns-47.co.uk.,ns-836.awsdns-40.net.",AWS,,
locust-cxpersonalisation.catwalk-k8s.stg-myteksi.com.,NS,"ns-1432.awsdns-51.org.,ns-1640.awsdns-13.co.uk.,ns-77.awsdns-09.com.,ns-686.awsdns-21.net.",AWS,,
locust-grab-food.catwalk-k8s.stg-myteksi.com.,NS,"ns-627.awsdns-14.net.,ns-184.awsdns-23.com.,ns-1938.awsdns-50.co.uk.,ns-1172.awsdns-18.org.",AWS,,
locust-grab-fraud.catwalk-k8s.stg-myteksi.com.,NS,"ns-732.awsdns-27.net.,ns-143.awsdns-17.com.,ns-1760.awsdns-28.co.uk.,ns-1440.awsdns-52.org.",AWS,,
locust-beta.catwalk-k8s.stg-myteksi.com.,NS,"ns-1276.awsdns-31.org.,ns-1665.awsdns-16.co.uk.,ns-345.awsdns-43.com.,ns-599.awsdns-10.net.",AWS,,
grab-delivery.catwalk-k8s.myteksi.net.,NS,"ns-100.awsdns-12.com.,ns-2039.awsdns-62.co.uk.,ns-982.awsdns-58.net.,ns-1510.awsdns-60.org.",AWS,,
