source,type,target,provider,account_id,tech_family
enterprisescheduledjobs.data.bali.data-platform.myteksi.net.,CNAME,enterprisescheduledjobs.data.10.bali.data-platform.myteksi.net,AWS,,
enterprisesftpprocessconfirmations.data.bali.data-platform.myteksi.net.,CNAME,enterprisesftpprocessconfirmations.data.13.bali.data-platform.myteksi.net,AWS,,
exampleauthconcedo.data.bali.data-platform.myteksi.net.,CNAME,exampleauthconcedo.data.13.bali.data-platform.myteksi.net,AWS,,
facerecognitionfacelistimages.data.bali.data-platform.myteksi.net.,CNAME,facerecognitionfacelistimages.data.10.bali.data-platform.myteksi.net,AWS,,
facerecognitionfacelistmatchresults.data.bali.data-platform.myteksi.net.,CNAME,facerecognitionfacelistmatchresults.data.10.bali.data-platform.myteksi.net,AWS,,
facerecognitionreferenceimages.data.bali.data-platform.myteksi.net.,CNAME,facerecognitionreferenceimages.data.10.bali.data-platform.myteksi.net,AWS,,
facerecognitionsinglematchresults.data.bali.data-platform.myteksi.net.,CNAME,facerecognitionsinglematchresults.data.10.bali.data-platform.myteksi.net,AWS,,
safetyrideincidentsdetail.data.bali.data-platform.myteksi.net.,CNAME,safetyrideincidentsdetail.data.13.bali.data-platform.myteksi.net,AWS,,
safetyselfieverificationresults.data.bali.data-platform.myteksi.net.,CNAME,safetyselfieverificationresults.data.13.bali.data-platform.myteksi.net,AWS,,
safetyselfieoverruleconfig.data.bali.data-platform.myteksi.net.,CNAME,safetyselfieoverruleconfig.data.13.bali.data-platform.myteksi.net,AWS,,
safetytippassengermessagecount.data.bali.data-platform.myteksi.net.,CNAME,safetytippassengermessagecount.data.13.bali.data-platform.myteksi.net,AWS,,
safetytippassengermessagerecords.data.bali.data-platform.myteksi.net.,CNAME,safetytippassengermessagerecords.data.13.bali.data-platform.myteksi.net,AWS,,
safetyuserselfieconsent.data.bali.data-platform.myteksi.net.,CNAME,safetyuserselfieconsent.data.13.bali.data-platform.myteksi.net,AWS,,
cdsdriversappendremarks.stg.data.bali.data-platform.myteksi.net.,CNAME,cdsdriversappendremarks.stg.data.13.bali.data-platform.myteksi.net,AWS,,
concedoactivityrecords.stg.data.bali.data-platform.myteksi.net.,CNAME,concedoactivityrecords.stg.data.13.bali.data-platform.myteksi.net,AWS,,
concedoaccesstokens.stg.data.bali.data-platform.myteksi.net.,CNAME,concedoaccesstokens.stg.data.13.bali.data-platform.myteksi.net,AWS,,
concedoadminaccessactivities.stg.data.bali.data-platform.myteksi.net.,CNAME,concedoadminaccessactivities.stg.data.13.bali.data-platform.myteksi.net,AWS,,
concedoactivityrecordsddb.stg.data.bali.data-platform.myteksi.net.,CNAME,concedoactivityrecordsddb.stg.data.13.bali.data-platform.myteksi.net,AWS,,
concedoapplicationconfigddb.stg.data.bali.data-platform.myteksi.net.,CNAME,concedoapplicationconfigddb.stg.data.13.bali.data-platform.myteksi.net,AWS,,
concedoapplicationconfig.stg.data.bali.data-platform.myteksi.net.,CNAME,concedoapplicationconfig.stg.data.13.bali.data-platform.myteksi.net,AWS,,
concedoapplicationpublickey.stg.data.bali.data-platform.myteksi.net.,CNAME,concedoapplicationpublickey.stg.data.13.bali.data-platform.myteksi.net,AWS,,
concedoapproverapprovalmapping.stg.data.bali.data-platform.myteksi.net.,CNAME,concedoapproverapprovalmapping.stg.data.13.bali.data-platform.myteksi.net,AWS,,
concedoauthnrequestddb.stg.data.bali.data-platform.myteksi.net.,CNAME,concedoauthnrequestddb.stg.data.13.bali.data-platform.myteksi.net,AWS,,
concedobolehauthorizationsgrantsdata.stg.data.bali.data-platform.myteksi.net.,CNAME,concedobolehauthorizationsgrantsdata.stg.data.10.bali.data-platform.myteksi.net,AWS,,
concedoemailconcedoidmapping.stg.data.bali.data-platform.myteksi.net.,CNAME,concedoemailconcedoidmapping.stg.data.13.bali.data-platform.myteksi.net,AWS,,
concedogammaresources.stg.data.bali.data-platform.myteksi.net.,CNAME,concedogammaresources.stg.data.13.bali.data-platform.myteksi.net,AWS,,
concedoholisticsaccesses.stg.data.bali.data-platform.myteksi.net.,CNAME,concedoholisticsaccesses.stg.data.13.bali.data-platform.myteksi.net,AWS,,
concedoholisticsgroups.stg.data.bali.data-platform.myteksi.net.,CNAME,concedoholisticsgroups.stg.data.13.bali.data-platform.myteksi.net,AWS,,
concedoholisticsfilters.stg.data.bali.data-platform.myteksi.net.,CNAME,concedoholisticsfilters.stg.data.13.bali.data-platform.myteksi.net,AWS,,
concedooauthtoken.stg.data.bali.data-platform.myteksi.net.,CNAME,concedooauthtoken.stg.data.13.bali.data-platform.myteksi.net,AWS,,
concedoholisticsresources.stg.data.bali.data-platform.myteksi.net.,CNAME,concedoholisticsresources.stg.data.13.bali.data-platform.myteksi.net,AWS,,
concedorbacbaliddb.stg.data.bali.data-platform.myteksi.net.,CNAME,concedorbacbaliddb.stg.data.13.bali.data-platform.myteksi.net,AWS,,
safetypassengerfeature.data.bali.data-platform.myteksi.net.,CNAME,safetypassengerfeature.data.13.bali.data-platform.myteksi.net,AWS,,
concedorequestapprovals.stg.data.bali.data-platform.myteksi.net.,CNAME,concedorequestapprovals.stg.data.13.bali.data-platform.myteksi.net,AWS,,
concedorequestapprovalsddb.stg.data.bali.data-platform.myteksi.net.,CNAME,concedorequestapprovalsddb.stg.data.13.bali.data-platform.myteksi.net,AWS,,
concedorequestdelegation.stg.data.bali.data-platform.myteksi.net.,CNAME,concedorequestdelegation.stg.data.13.bali.data-platform.myteksi.net,AWS,,
concedorequestlifecyclelogs.stg.data.bali.data-platform.myteksi.net.,CNAME,concedorequestlifecyclelogs.stg.data.13.bali.data-platform.myteksi.net,AWS,,
concedoservicemapping.stg.data.bali.data-platform.myteksi.net.,CNAME,concedoservicemapping.stg.data.13.bali.data-platform.myteksi.net,AWS,,
concedotableauacccesses.stg.data.bali.data-platform.myteksi.net.,CNAME,concedotableauacccesses.stg.data.13.bali.data-platform.myteksi.net,AWS,,
concedoauthnrequest.stg.data.bali.data-platform.myteksi.net.,CNAME,concedoauthnrequest.stg.data.13.bali.data-platform.myteksi.net,AWS,,
concedoservicetoken.stg.data.bali.data-platform.myteksi.net.,CNAME,concedoservicetoken.stg.data.13.bali.data-platform.myteksi.net,AWS,,
concedotableauresources.stg.data.bali.data-platform.myteksi.net.,CNAME,concedotableauresources.stg.data.13.bali.data-platform.myteksi.net,AWS,,
concedotableaugroups.stg.data.bali.data-platform.myteksi.net.,CNAME,concedotableaugroups.stg.data.13.bali.data-platform.myteksi.net,AWS,,
concedotableauroles.stg.data.bali.data-platform.myteksi.net.,CNAME,concedotableauroles.stg.data.13.bali.data-platform.myteksi.net,AWS,,
concedoholisticsanalystteams.stg.data.bali.data-platform.myteksi.net.,CNAME,concedoholisticsanalystteams.stg.data.13.bali.data-platform.myteksi.net,AWS,,
concedotableauworkbooks.stg.data.bali.data-platform.myteksi.net.,CNAME,concedotableauworkbooks.stg.data.13.bali.data-platform.myteksi.net,AWS,,
concedotableausites.stg.data.bali.data-platform.myteksi.net.,CNAME,concedotableausites.stg.data.13.bali.data-platform.myteksi.net,AWS,,
concedotableauteams.stg.data.bali.data-platform.myteksi.net.,CNAME,concedotableauteams.stg.data.13.bali.data-platform.myteksi.net,AWS,,
concedouseraccessactivities.stg.data.bali.data-platform.myteksi.net.,CNAME,concedouseraccessactivities.stg.data.13.bali.data-platform.myteksi.net,AWS,,
concedouserapplicationtokenmapping.stg.data.bali.data-platform.myteksi.net.,CNAME,concedouserapplicationtokenmapping.stg.data.13.bali.data-platform.myteksi.net,AWS,,
concedouseraccessactivitiesddb.stg.data.bali.data-platform.myteksi.net.,CNAME,concedouseraccessactivitiesddb.stg.data.13.bali.data-platform.myteksi.net,AWS,,
concedouserdata.stg.data.bali.data-platform.myteksi.net.,CNAME,concedouserdata.stg.data.13.bali.data-platform.myteksi.net,AWS,,
concedouserdataddb.stg.data.bali.data-platform.myteksi.net.,CNAME,concedouserdataddb.stg.data.13.bali.data-platform.myteksi.net,AWS,,
concedousertoken.stg.data.bali.data-platform.myteksi.net.,CNAME,concedousertoken.stg.data.13.bali.data-platform.myteksi.net,AWS,,
enterprisescheduledjobs.stg.data.bali.data-platform.myteksi.net.,CNAME,enterprisescheduledjobs.stg.data.10.bali.data-platform.myteksi.net,AWS,,
concedoxmportalresources.stg.data.bali.data-platform.myteksi.net.,CNAME,concedoxmportalresources.stg.data.13.bali.data-platform.myteksi.net,AWS,,
enterprisesftpprocessconfirmations.stg.data.bali.data-platform.myteksi.net.,CNAME,enterprisesftpprocessconfirmations.stg.data.13.bali.data-platform.myteksi.net,AWS,,
enterprisesftplogs.stg.data.bali.data-platform.myteksi.net.,CNAME,enterprisesftplogs.stg.data.10.bali.data-platform.myteksi.net,AWS,,
examplerdssimple.stg.data.bali.data-platform.myteksi.net.,CNAME,examplerdssimple.stg.data.13.bali.data-platform.myteksi.net,AWS,,
exampleddbauthconcedo.stg.data.bali.data-platform.myteksi.net.,CNAME,exampleddbauthconcedo.stg.data.13.bali.data-platform.myteksi.net,AWS,,
concedoomegaresources.stg.data.bali.data-platform.myteksi.net.,CNAME,concedoomegaresources.stg.data.13.bali.data-platform.myteksi.net,AWS,,
concedorbacbali.stg.data.bali.data-platform.myteksi.net.,CNAME,concedorbacbali.stg.data.13.bali.data-platform.myteksi.net,AWS,,
facerecognitionsinglematchresults.stg.data.bali.data-platform.myteksi.net.,CNAME,facerecognitionsinglematchresults.stg.data.10.bali.data-platform.myteksi.net,AWS,,
safetytippassengermessagecount.stg.data.bali.data-platform.myteksi.net.,CNAME,safetytippassengermessagecount.stg.data.13.bali.data-platform.myteksi.net,AWS,,
safetyselfieoverruleconfig.stg.data.bali.data-platform.myteksi.net.,CNAME,safetyselfieoverruleconfig.stg.data.10.bali.data-platform.myteksi.net,AWS,,
safetyselfieverificationresults.stg.data.bali.data-platform.myteksi.net.,CNAME,safetyselfieverificationresults.stg.data.13.bali.data-platform.myteksi.net,AWS,,
sharesavingspassengeremissions.stg.data.bali.data-platform.myteksi.net.,CNAME,sharesavingspassengeremissions.stg.data.13.bali.data-platform.myteksi.net,AWS,,
fraudemergencycontactsnotifications2.stg.data.bali.data-platform.myteksi.net.,CNAME,fraudemergencycontactsnotifications2.stg.data.13.bali.data-platform.myteksi.net,AWS,,
k8s.data-platform.myteksi.net.,NS,"ns-1465.awsdns-55.org.,ns-2021.awsdns-60.co.uk.,ns-222.awsdns-27.com.,ns-887.awsdns-46.net.",AWS,,
play.k8s.data-platform.myteksi.net.,NS,"ns-1.awsdns-00.com.,ns-1407.awsdns-47.org.,ns-1926.awsdns-48.co.uk.,ns-563.awsdns-06.net.",AWS,,
10.bali.data-platform.myteksi.net.,NS,"ns-464.awsdns-58.com.,ns-571.awsdns-07.net.,ns-1042.awsdns-02.org.,ns-2032.awsdns-62.co.uk.",AWS,,
13.bali.data-platform.myteksi.net.,NS,"ns-218.awsdns-27.com.,ns-1273.awsdns-31.org.,ns-1914.awsdns-47.co.uk.,ns-976.awsdns-58.net.",AWS,,
tmapapi.com.,NS,"ns-1049.awsdns-03.org.,ns-203.awsdns-25.com.,ns-812.awsdns-37.net.,ns-2019.awsdns-60.co.uk.",AWS,,
safetytippassengermessagerecords.stg.data.bali.data-platform.myteksi.net.,CNAME,safetytippassengermessagerecords.stg.data.13.bali.data-platform.myteksi.net,AWS,,
trustplatformscratentitystate.stg.data.bali.data-platform.myteksi.net.,CNAME,trustplatformscratentitystate.stg.data.10.bali.data-platform.myteksi.net,AWS,,
webhookssubscriptions.stg.data.bali.data-platform.myteksi.net.,CNAME,webhookssubscriptions.stg.data.10.bali.data-platform.myteksi.net,AWS,,
api.13.bali.data-platform.myteksi.net.,CNAME,api.bali-13.k8s.data-platform.myteksi.net.,AWS,,
concedorefreshtokenmapping.stg.data.bali.data-platform.myteksi.net.,CNAME,concedorefreshtokenmapping.stg.data.13.bali.data-platform.myteksi.net,AWS,,
trustplatformscratentitystate.data.bali.data-platform.myteksi.net.,CNAME,trustplatformscratentitystate.data.10.bali.data-platform.myteksi.net,AWS,,
webhookssubscriptions.data.bali.data-platform.myteksi.net.,CNAME,webhookssubscriptions.data.10.bali.data-platform.myteksi.net,AWS,,
crm.myteksi.net.,NS,"ns-1871.awsdns-41.co.uk.,ns-49.awsdns-06.com.,ns-556.awsdns-05.net.,ns-1311.awsdns-35.org.",AWS,,
moca.io.,NS,"ns-1536.awsdns-00.co.uk.,ns-0.awsdns-00.com.,ns-1024.awsdns-00.org.,ns-512.awsdns-00.net.",AWS,,
moca.vn.,NS,"ns-1221.awsdns-24.org.,ns-207.awsdns-25.com.,ns-1922.awsdns-48.co.uk.,ns-539.awsdns-03.net.",AWS,,
api.10.bali.data-platform.myteksi.net.,CNAME,api.bali-10.k8s.data-platform.myteksi.net.,AWS,,
_a4ef4a1543c28a7ebacc53a9cde8fc41.api.moca.vn.,CNAME,22561B35325333150B96C63078A868FB.061FDC9FCEC7B05AD4119F4BED11AB17.a6NiVZnz1s.comodoca.com,AWS,,
cp1.moca.vn.,NS,"ns-599.awsdns-10.net.,ns-460.awsdns-57.com.,ns-1061.awsdns-04.org.,ns-1565.awsdns-03.co.uk.",AWS,,
cp2.moca.vn.,NS,"ns-99.awsdns-12.com.,ns-815.awsdns-37.net.,ns-1870.awsdns-41.co.uk.,ns-1509.awsdns-60.org.",AWS,,
developer1.moca.vn.,CNAME,developer-moca-vn-644323249.ap-southeast-1.elb.amazonaws.com,AWS,,
merchant.moca.vn.,NS,"ns-554.awsdns-05.net.,ns-354.awsdns-44.com.,ns-1660.awsdns-15.co.uk.,ns-1307.awsdns-35.org.",AWS,,
partner-gw.moca.vn.,NS,"ns-1892.awsdns-44.co.uk.,ns-846.awsdns-41.net.,ns-402.awsdns-50.com.,ns-1197.awsdns-21.org.",AWS,,
stg-merchant.moca.vn.,NS,"ns-26.awsdns-03.com.,ns-884.awsdns-46.net.,ns-1894.awsdns-44.co.uk.,ns-1029.awsdns-00.org.",AWS,,
stg-paysi.moca.vn.,NS,"ns-271.awsdns-33.com.,ns-535.awsdns-02.net.,ns-1183.awsdns-19.org.,ns-1944.awsdns-51.co.uk.",AWS,,
svc.moca.vn.,NS,"ns-1284.awsdns-32.org,ns-141.awsdns-17.com,ns-2005.awsdns-58.co.uk,ns-625.awsdns-14.net",AWS,,
svc.moca.vn.,NS,"ns-2005.awsdns-58.co.uk.,ns-1284.awsdns-32.org.,ns-141.awsdns-17.com.,ns-625.awsdns-14.net.",AWS,,
moca-developer.svc.moca.vn.,CNAME,moca-developer-svc-moca-vn-376649269.ap-southeast-1.elb.amazonaws.com,AWS,,
gdeals.io.,NS,"ns-230.awsdns-28.com.,ns-2006.awsdns-58.co.uk.,ns-932.awsdns-52.net.,ns-1397.awsdns-46.org.",AWS,,
moca.vn.,NS,"ns-1536.awsdns-00.co.uk.,ns-0.awsdns-00.com.,ns-1024.awsdns-00.org.,ns-512.awsdns-00.net.",AWS,,
developer.moca.vn.,CNAME,d1b840c4srwahp.cloudfront.net,AWS,,
d8s.stg-myteksi.com.,NS,"ns-927.awsdns-51.net.,ns-171.awsdns-21.com.,ns-1909.awsdns-46.co.uk.,ns-1364.awsdns-42.org.",AWS,,
api.d8s.stg-myteksi.com.,A,dualstack.internal-afe852ae1a34211e9b7e40623a25ee06-970521614.ap-southeast-1.elb.amazonaws.com.,AWS,,
api.kong.d8s.stg-myteksi.com.,A,dualstack.internal-af7aabd69a6d911e9a89d02b6d251347-1260415551.ap-southeast-1.elb.amazonaws.com.,AWS,,
d8s.myteksi.net.,NS,"ns-337.awsdns-42.com.,ns-908.awsdns-49.net.,ns-1435.awsdns-51.org.,ns-1617.awsdns-10.co.uk.",AWS,,
grablink.co.,NS,"ns-679.awsdns-20.net.,ns-1410.awsdns-48.org.,ns-402.awsdns-50.com.,ns-1938.awsdns-50.co.uk.",AWS,,
cp1.grablink.co.,NS,"ns-1149.awsdns-15.org,ns-660.awsdns-18.net,ns-464.awsdns-58.com,ns-1718.awsdns-22.co.uk",AWS,,
sg1gl-ecpay-nlb.grablink.co.,CNAME,GL-SGP-Prod-Internal-NLB-Ecpay-0c7442caf6a08054.elb.ap-southeast-1.amazonaws.com,AWS,,
sg1gl-portal-nlb.grablink.co.,CNAME,GL-SGP-Prod-Internal-NLB-Portal-39fe444e97e7b435.elb.ap-southeast-1.amazonaws.com,AWS,,
r1.cp1.grablink.co.,NS,"ns-1363.awsdns-42.org.,ns-1670.awsdns-16.co.uk.,ns-1017.awsdns-63.net.,ns-353.awsdns-44.com.",AWS,,
gl-ecpay-mongo-efs01.r1.cp1.grablink.co.,CNAME,fs-25371764.efs.ap-southeast-1.amazonaws.com,AWS,,
gl-config-mongo-efs01.r1.cp1.grablink.co.,CNAME,fs-18381859.efs.ap-southeast-1.amazonaws.com,AWS,,
gl-trans-mongo-efs01.r1.cp1.grablink.co.,CNAME,fs-673f1f26.efs.ap-southeast-1.amazonaws.com,AWS,,
stg-gl-config-mongo-efs01.r1.cp1.grablink.co.,CNAME,fs-64466625.efs.ap-southeast-1.amazonaws.com,AWS,,
stg-gl-ecpay-mongo-efs01.r1.cp1.grablink.co.,CNAME,fs-612e0e20.efs.ap-southeast-1.amazonaws.com,AWS,,
cp1.grablink.co.,NS,"ns-660.awsdns-18.net.,ns-464.awsdns-58.com.,ns-1718.awsdns-22.co.uk.,ns-1149.awsdns-15.org.",AWS,,
stg-gl-trans-mongo-efs01.r1.cp1.grablink.co.,CNAME,fs-342f0f75.efs.ap-southeast-1.amazonaws.com,AWS,,
r1.cp1.grablink.co.,NS,"ns-353.awsdns-44.com,ns-1670.awsdns-16.co.uk,ns-1017.awsdns-63.net,ns-1363.awsdns-42.org",AWS,,
100.10.in-addr.arpa.,NS,"ns-1536.awsdns-00.co.uk.,ns-0.awsdns-00.com.,ns-1024.awsdns-00.org.,ns-512.awsdns-00.net.",AWS,,
grablink.co.,NS,"ns-1318.awsdns-36.org.,ns-920.awsdns-51.net.,ns-1820.awsdns-35.co.uk.,ns-135.awsdns-16.com.",AWS,,
sg1gl-testing-ecpay-nlb.grablink.co.,CNAME,GL-SGP-Test-Internal-NLB-Ecpay-b13ed343160bb50e.elb.ap-southeast-1.amazonaws.com,AWS,,
sg1gl-testing-portal-nlb.grablink.co.,CNAME,GL-SGP-Test-Internal-NLB-Portal-fdb445e3e1904de1.elb.ap-southeast-1.amazonaws.com,AWS,,
test-api.grablink.co.,CNAME,GL-SGP-Test-ALB-814180406.ap-southeast-1.elb.amazonaws.com,AWS,,
zabbix.grablink.co.,CNAME,GL-SGP-Test-ALB-814180406.ap-southeast-1.elb.amazonaws.com,AWS,,
stg-grablink.co.,NS,"ns-1504.awsdns-60.org.,ns-612.awsdns-12.net.,ns-373.awsdns-46.com.,ns-1936.awsdns-50.co.uk.",AWS,,
cp1.stg-grablink.co.,NS,"ns-338.awsdns-42.com,ns-1838.awsdns-37.co.uk,ns-662.awsdns-18.net,ns-1391.awsdns-45.org",AWS,,
dev-api.stg-grablink.co.,CNAME,GL-SGP-ALB-DEV-NGINX-PUB-2077702357.ap-southeast-1.elb.amazonaws.com,AWS,,
dev-sg1gl-portal-nlb-pub.stg-grablink.co.,CNAME,GL-SGP-NLB-DEV-APP-PUB-91c43d38768ff078.elb.ap-southeast-1.amazonaws.com,AWS,,
dev-sp.stg-grablink.co.,CNAME,GL-SGP-ALB-DEV-NGINX-PUB-2077702357.ap-southeast-1.elb.amazonaws.com,AWS,,
sg1gl-ecpay-nlb.stg-grablink.co.,CNAME,GL-SGP-Test-Internal-NLB-Ecpay-b13ed343160bb50e.elb.ap-southeast-1.amazonaws.com,AWS,,
sg1gl-portal-nlb.stg-grablink.co.,CNAME,GL-SGP-Test-Internal-NLB-Portal-fdb445e3e1904de1.elb.ap-southeast-1.amazonaws.com,AWS,,
test-api.stg-grablink.co.,CNAME,GL-SGP-ALB-TEST-NGINX-PUB-1360587946.ap-southeast-1.elb.amazonaws.com,AWS,,
test-sg1gl-ecpay-nlb.stg-grablink.co.,CNAME,GL-SGP-NLB-TEST-APP-ECPAY-PRIV-d08b3c2dd1d72924.elb.ap-southeast-1.amazonaws.com,AWS,,
test-sp.stg-grablink.co.,CNAME,GL-SGP-ALB-TEST-NGINX-PUB-1360587946.ap-southeast-1.elb.amazonaws.com,AWS,,
test-sg1gl-portal-nlb.stg-grablink.co.,CNAME,GL-SGP-NLB-TEST-APP-PORTAL-PRIV-98d34fc3ecf43a52.elb.ap-southeast-1.amazonaws.com,AWS,,
glink.gfg.st.,NS,"ns-1570.awsdns-04.co.uk.,ns-318.awsdns-39.com.,ns-622.awsdns-13.net.,ns-1185.awsdns-20.org.",AWS,,
cp1.glink.gfg.st.,NS,"ns-557.awsdns-05.net,ns-1608.awsdns-09.co.uk,ns-1451.awsdns-53.org,ns-155.awsdns-19.com",AWS,,
r1.cp1.glink.gfg.st.,NS,"ns-1300.awsdns-34.org.,ns-480.awsdns-60.com.,ns-1629.awsdns-11.co.uk.,ns-912.awsdns-50.net.",AWS,,
cp1.glink.gfg.st.,NS,"ns-557.awsdns-05.net.,ns-1608.awsdns-09.co.uk.,ns-155.awsdns-19.com.,ns-1451.awsdns-53.org.",AWS,,
r1.cp1.glink.gfg.st.,NS,"ns-1300.awsdns-34.org,ns-912.awsdns-50.net,ns-1629.awsdns-11.co.uk,ns-480.awsdns-60.com",AWS,,
r1.cp1.stg-grablink.co.,NS,"ns-908.awsdns-49.net.,ns-1970.awsdns-54.co.uk.,ns-193.awsdns-24.com.,ns-1422.awsdns-49.org.",AWS,,
cp1.stg-grablink.co.,NS,"ns-1838.awsdns-37.co.uk.,ns-338.awsdns-42.com.,ns-1391.awsdns-45.org.,ns-662.awsdns-18.net.",AWS,,
r1.cp1.stg-grablink.co.,NS,"ns-1422.awsdns-49.org,ns-908.awsdns-49.net,ns-1970.awsdns-54.co.uk,ns-193.awsdns-24.com",AWS,,
stg-gl-sftp03.cp1.stg-grablink.co.,A,stg-gl-sftp03-stg-grablink-co-5847a22b798f0cff.elb.ap-southeast-1.amazonaws.com.,AWS,,
102.10.in-addr.arpa.,NS,"ns-1536.awsdns-00.co.uk.,ns-0.awsdns-00.com.,ns-1024.awsdns-00.org.,ns-512.awsdns-00.net.",AWS,,
ginvest.gfg.st.,NS,"ns-1430.awsdns-50.org.,ns-607.awsdns-11.net.,ns-1911.awsdns-46.co.uk.,ns-427.awsdns-53.com.",AWS,,
busanwealth.com.,NS,"ns-1536.awsdns-00.co.uk.,ns-0.awsdns-00.com.,ns-1024.awsdns-00.org.,ns-512.awsdns-00.net.",AWS,,
busanaws.com.,NS,"ns-1536.awsdns-00.co.uk.,ns-0.awsdns-00.com.,ns-1024.awsdns-00.org.,ns-512.awsdns-00.net.",AWS,,
corp.grabpay.com.,NS,"ns-1536.awsdns-00.co.uk.,ns-0.awsdns-00.com.,ns-1024.awsdns-00.org.,ns-512.awsdns-00.net.",AWS,,
ginvest.kafka.stg.,NS,"ns-1536.awsdns-00.co.uk.,ns-0.awsdns-00.com.,ns-1024.awsdns-00.org.,ns-512.awsdns-00.net.",AWS,,
kube.kudoserver.com.,NS,"ns-596.awsdns-10.net.,ns-1214.awsdns-23.org.,ns-151.awsdns-18.com.,ns-1916.awsdns-47.co.uk.",AWS,,
grabkiosk.systems.,NS,"ns-1438.awsdns-51.org.,ns-770.awsdns-32.net.,ns-439.awsdns-54.com.,ns-1584.awsdns-06.co.uk.",AWS,,
ginvest.gfg.pr.,NS,"ns-1276.awsdns-31.org.,ns-1769.awsdns-29.co.uk.,ns-335.awsdns-41.com.,ns-713.awsdns-25.net.",AWS,,
corp.grabpay.com.,NS,"ns-1536.awsdns-00.co.uk.,ns-0.awsdns-00.com.,ns-1024.awsdns-00.org.,ns-512.awsdns-00.net.",AWS,,
busanaws.com.,NS,"ns-1536.awsdns-00.co.uk.,ns-0.awsdns-00.com.,ns-1024.awsdns-00.org.,ns-512.awsdns-00.net.",AWS,,
ginvest.kafka.prd.,NS,"ns-1536.awsdns-00.co.uk.,ns-0.awsdns-00.com.,ns-1024.awsdns-00.org.,ns-512.awsdns-00.net.",AWS,,
gitlab.myteksi.net.,NS,"ns-175.awsdns-21.com.,ns-2039.awsdns-62.co.uk.,ns-1389.awsdns-45.org.,ns-552.awsdns-05.net.",AWS,,
pages.myteksi.net.,NS,"ns-1570.awsdns-04.co.uk.,ns-932.awsdns-52.net.,ns-447.awsdns-55.com.,ns-1286.awsdns-32.org.",AWS,,
internal-tools.myteksi.net.,NS,"ns-1959.awsdns-52.co.uk.,ns-1340.awsdns-39.org.,ns-605.awsdns-11.net.,ns-91.awsdns-11.com.",AWS,,
conveyor-stg.internal-tools.myteksi.net.,NS,"ns-1840.awsdns-38.co.uk,ns-168.awsdns-21.com,ns-1477.awsdns-56.org,ns-748.awsdns-29.net",AWS,,
diff-stg.internal-tools.myteksi.net.,NS,"ns-1699.awsdns-20.co.uk.,ns-884.awsdns-46.net.,ns-1346.awsdns-40.org.,ns-24.awsdns-03.com.",AWS,,
gitlab-stg.internal-tools.myteksi.net.,NS,"ns-1412.awsdns-48.org,ns-1694.awsdns-19.co.uk,ns-600.awsdns-11.net,ns-269.awsdns-33.com",AWS,,
go.internal-tools.myteksi.net.,NS,"ns-755.awsdns-30.net,ns-468.awsdns-58.com,ns-2039.awsdns-62.co.uk,ns-1369.awsdns-43.org",AWS,,
diff.myteksi.net.,NS,"ns-332.awsdns-41.com.,ns-813.awsdns-37.net.,ns-1959.awsdns-52.co.uk.,ns-1399.awsdns-46.org.",AWS,,
vpc.internal.,NS,"ns-1536.awsdns-00.co.uk.,ns-0.awsdns-00.com.,ns-1024.awsdns-00.org.,ns-512.awsdns-00.net.",AWS,,
gitlab.internal.,NS,"ns-1536.awsdns-00.co.uk.,ns-0.awsdns-00.com.,ns-1024.awsdns-00.org.,ns-512.awsdns-00.net.",AWS,,
phabricator.internal.,NS,"ns-1536.awsdns-00.co.uk.,ns-0.awsdns-00.com.,ns-1024.awsdns-00.org.,ns-512.awsdns-00.net.",AWS,,
vpc.internal.,NS,"ns-1536.awsdns-00.co.uk.,ns-0.awsdns-00.com.,ns-1024.awsdns-00.org.,ns-512.awsdns-00.net.",AWS,,
gitlab-stg.internal-tools.myteksi.net.,NS,"ns-600.awsdns-11.net.,ns-1694.awsdns-19.co.uk.,ns-269.awsdns-33.com.,ns-1412.awsdns-48.org.",AWS,,
gitlab.internal.,NS,"ns-1536.awsdns-00.co.uk.,ns-0.awsdns-00.com.,ns-1024.awsdns-00.org.,ns-512.awsdns-00.net.",AWS,,
phabricator.internal.,NS,"ns-1536.awsdns-00.co.uk.,ns-0.awsdns-00.com.,ns-1024.awsdns-00.org.,ns-512.awsdns-00.net.",AWS,,
diff-stg.internal-tools.myteksi.net.,NS,"ns-1699.awsdns-20.co.uk.,ns-884.awsdns-46.net.,ns-1346.awsdns-40.org.,ns-24.awsdns-03.com.",AWS,,
spinnaker.internal.,NS,"ns-1536.awsdns-00.co.uk.,ns-0.awsdns-00.com.,ns-1024.awsdns-00.org.,ns-512.awsdns-00.net.",AWS,,
conveyor.myteksi.net.,NS,"ns-656.awsdns-18.net.,ns-1447.awsdns-52.org.,ns-1701.awsdns-20.co.uk.,ns-153.awsdns-19.com.",AWS,,
next-api.conveyor.myteksi.net.,A,dualstack.internal-a0c1c71291ee711e9a5c7066d42085df-1502318636.ap-southeast-1.elb.amazonaws.com.,AWS,,
conveyor-stg.internal-tools.myteksi.net.,NS,"ns-1840.awsdns-38.co.uk.,ns-168.awsdns-21.com.,ns-1477.awsdns-56.org.,ns-748.awsdns-29.net.",AWS,,
next.conveyor.myteksi.net.,A,dualstack.internal-a0c200f741ee711e9a5c7066d42085df-387876008.ap-southeast-1.elb.amazonaws.com.,AWS,,
