source,type,target,provider,account_id,tech_family
sso-web.grab-sure.com.,CNAME,elb-jv-prd-nginx-ops-1735929296.ap-southeast-1.elb.amazonaws.com.,AWS,502632272614,
static.grab-sure.com.,CNAME,d321b4gxdrcev7.cloudfront.net.,AWS,502632272614,
stg-blcs-ops.grab-sure.com.,CNAME,elb-jv-uat-boom-4b83280f72b12936.elb.ap-southeast-1.amazonaws.com.,AWS,502632272614,
stg-dmds-ops.grab-sure.com.,CNAME,elb-jv-uat-boom-4b83280f72b12936.elb.ap-southeast-1.amazonaws.com.,AWS,502632272614,
stg-es-ops.grab-sure.com.,CNAME,elb-jv-uat-boom-4b83280f72b12936.elb.ap-southeast-1.amazonaws.com.,AWS,502632272614,
stg-es5-ops.grab-sure.com.,CNAME,elb-jv-uat-boom-4b83280f72b12936.elb.ap-southeast-1.amazonaws.com.,AWS,502632272614,
stg-gateway.grab-sure.com.,CNAME,elb-jv-stg-nginx-1770587680.ap-southeast-1.elb.amazonaws.com.,AWS,502632272614,
stg-insr-gw01.grab-sure.com.,CNAME,elb-jv-uat-nginx-1327836779.ap-southeast-1.elb.amazonaws.com.,AWS,502632272614,
stg-insurance-src.grab-sure.com.,CNAME,elb-jv-stg-nginx-1770587680.ap-southeast-1.elb.amazonaws.com.,AWS,502632272614,
stg-insurance.grab-sure.com.,CNAME,elb-jv-stg-nginx-1770587680.ap-southeast-1.elb.amazonaws.com.,AWS,502632272614,
stg-kafka-manager.grab-sure.com.,CNAME,elb-jv-uat-boom-4b83280f72b12936.elb.ap-southeast-1.amazonaws.com.,AWS,502632272614,
stg-neptune-ops.grab-sure.com.,CNAME,elb-jv-uat-boom-4b83280f72b12936.elb.ap-southeast-1.amazonaws.com.,AWS,502632272614,
stg-nereus-ops.grab-sure.com.,CNAME,elb-jv-uat-boom-4b83280f72b12936.elb.ap-southeast-1.amazonaws.com.,AWS,502632272614,
stg-zptp.grab-sure.com.,CNAME,elb-jv-uat-boom-4b83280f72b12936.elb.ap-southeast-1.amazonaws.com.,AWS,502632272614,
stg.grab-sure.com.,NS,"ns-1051.awsdns-03.org,ns-1837.awsdns-37.co.uk,ns-316.awsdns-39.com,ns-515.awsdns-00.net",AWS,502632272614,
test-athena.grab-sure.com.,CNAME,elb-jv-uat-nginx-1327836779.ap-southeast-1.elb.amazonaws.com.,AWS,502632272614,
test-gateway.grab-sure.com.,CNAME,elb-jv-uat-nginx-1327836779.ap-southeast-1.elb.amazonaws.com.,AWS,502632272614,
test-insurance.grab-sure.com.,CNAME,elb-jv-uat-nginx-1327836779.ap-southeast-1.elb.amazonaws.com.,AWS,502632272614,
test-log.grab-sure.com.,CNAME,elb-jv-uat-nginx-1327836779.ap-southeast-1.elb.amazonaws.com,AWS,502632272614,
test-medusa.grab-sure.com.,A,dualstack.elb-jv-uat-nginx-1327836779.ap-southeast-1.elb.amazonaws.com.,AWS,502632272614,
test-nacos.grab-sure.com.,CNAME,elb-jv-uat-nginx-1327836779.ap-southeast-1.elb.amazonaws.com,AWS,502632272614,
test-poc-443.grab-sure.com.,CNAME,test-817913846.ap-northeast-1.elb.amazonaws.com.,AWS,502632272614,
test-xflow-api.grab-sure.com.,A,52.193.57.11,AWS,502632272614,
test-xflow-sdk.grab-sure.com.,A,52.193.57.11,AWS,502632272614,
test1-gateway.grab-sure.com.,CNAME,elb-jv-uat-nginx-1327836779.ap-southeast-1.elb.amazonaws.com.,AWS,502632272614,
test1-insurance.grab-sure.com.,CNAME,elb-jv-uat-nginx-1327836779.ap-southeast-1.elb.amazonaws.com.,AWS,502632272614,
test1-xdecision.grab-sure.com.,A,dualstack.elb-jv-uat-nginx-1327836779.ap-southeast-1.elb.amazonaws.com.,AWS,502632272614,
test2-admin-web.grab-sure.com.,A,dualstack.elb-jv-uat-nginx-1327836779.ap-southeast-1.elb.amazonaws.com.,AWS,502632272614,
test2-bifrost.grab-sure.com.,CNAME,elb-jv-uat-nginx-1327836779.ap-southeast-1.elb.amazonaws.com,AWS,502632272614,
test2-gaia-gateway.grab-sure.com.,CNAME,elb-jv-uat-nginx-1327836779.ap-southeast-1.elb.amazonaws.com,AWS,502632272614,
test2-insurancemarket.grab-sure.com.,CNAME,elb-jv-uat-nginx-1327836779.ap-southeast-1.elb.amazonaws.com,AWS,502632272614,
test2-permission.grab-sure.com.,CNAME,elb-jv-uat-nginx-1327836779.ap-southeast-1.elb.amazonaws.com,AWS,502632272614,
test2-platform-web.grab-sure.com.,A,dualstack.elb-jv-uat-nginx-1327836779.ap-southeast-1.elb.amazonaws.com.,AWS,502632272614,
test2-policy-batch.grab-sure.com.,CNAME,elb-jv-uat-nginx-1327836779.ap-southeast-1.elb.amazonaws.com,AWS,502632272614,
test2-pos-online.grab-sure.com.,CNAME,elb-jv-uat-nginx-1327836779.ap-southeast-1.elb.amazonaws.com,AWS,502632272614,
test2-trade.grab-sure.com.,CNAME,elb-jv-uat-nginx-1327836779.ap-southeast-1.elb.amazonaws.com,AWS,502632272614,
test3-gateway.grab-sure.com.,CNAME,elb-jv-uat-nginx-1327836779.ap-southeast-1.elb.amazonaws.com.,AWS,502632272614,
test3-insurance.grab-sure.com.,CNAME,elb-jv-uat-nginx-1327836779.ap-southeast-1.elb.amazonaws.com.,AWS,502632272614,
test3-insurancemarket.grab-sure.com.,CNAME,elb-jv-uat-nginx-1327836779.ap-southeast-1.elb.amazonaws.com,AWS,502632272614,
test3-permission.grab-sure.com.,CNAME,elb-jv-uat-nginx-1327836779.ap-southeast-1.elb.amazonaws.com,AWS,502632272614,
test3-policy-batch.grab-sure.com.,CNAME,elb-jv-uat-nginx-1327836779.ap-southeast-1.elb.amazonaws.com,AWS,502632272614,
test3-pos-online.grab-sure.com.,CNAME,elb-jv-uat-nginx-1327836779.ap-southeast-1.elb.amazonaws.com,AWS,502632272614,
test3-trade.grab-sure.com.,CNAME,elb-jv-uat-nginx-1327836779.ap-southeast-1.elb.amazonaws.com,AWS,502632272614,
uat-amethyst-web.grab-sure.com.,CNAME,elb-jv-uat-nginx-1327836779.ap-southeast-1.elb.amazonaws.com.,AWS,502632272614,
uat-athena.grab-sure.com.,CNAME,elb-jv-uat-nginx-1327836779.ap-southeast-1.elb.amazonaws.com.,AWS,502632272614,
uat-bifrost-admin-web.grab-sure.com.,A,dualstack.elb-jv-uat-nginx-1327836779.ap-southeast-1.elb.amazonaws.com.,AWS,502632272614,
uat-blcs-ops.grab-sure.com.,CNAME,elb-jv-uat-boom-4b83280f72b12936.elb.ap-southeast-1.amazonaws.com.,AWS,502632272614,
uat-dmds-ops.grab-sure.com.,CNAME,elb-jv-uat-boom-4b83280f72b12936.elb.ap-southeast-1.amazonaws.com.,AWS,502632272614,
uat-es-ops.grab-sure.com.,CNAME,elb-jv-uat-boom-4b83280f72b12936.elb.ap-southeast-1.amazonaws.com.,AWS,502632272614,
uat-es5-ops.grab-sure.com.,CNAME,elb-jv-uat-boom-4b83280f72b12936.elb.ap-southeast-1.amazonaws.com.,AWS,502632272614,
uat-gateway.grab-sure.com.,CNAME,elb-jv-uat-nginx-1327836779.ap-southeast-1.elb.amazonaws.com.,AWS,502632272614,
uat-grab-insr-ep01.grab-sure.com.,CNAME,vpce-01eff3c8725c0ff9d-claf3kwb.vpce-svc-0839ae52e57c5d73c.ap-southeast-1.vpce.amazonaws.com,AWS,502632272614,
uat-grafana.grab-sure.com.,CNAME,elb-jv-uat-boom-4b83280f72b12936.elb.ap-southeast-1.amazonaws.com.,AWS,502632272614,
uat-icms-web.grab-sure.com.,CNAME,elb-jv-uat-nginx-1327836779.ap-southeast-1.elb.amazonaws.com.,AWS,502632272614,
uat-insurance-src.grab-sure.com.,CNAME,elb-jv-uat-nginx-1327836779.ap-southeast-1.elb.amazonaws.com.,AWS,502632272614,
uat-insurance.grab-sure.com.,CNAME,elb-jv-uat-nginx-1327836779.ap-southeast-1.elb.amazonaws.com.,AWS,502632272614,
uat-insurancemarket.grab-sure.com.,CNAME,elb-jv-uat-nginx-1327836779.ap-southeast-1.elb.amazonaws.com,AWS,502632272614,
uat-kafka-manager.grab-sure.com.,CNAME,elb-jv-uat-boom-4b83280f72b12936.elb.ap-southeast-1.amazonaws.com.,AWS,502632272614,
uat-log.grab-sure.com.,CNAME,elb-jv-uat-boom-4b83280f72b12936.elb.ap-southeast-1.amazonaws.com.,AWS,502632272614,
uat-medusa.grab-sure.com.,CNAME,elb-jv-uat-nginx-1327836779.ap-southeast-1.elb.amazonaws.com,AWS,502632272614,
uat-neptune-ops.grab-sure.com.,CNAME,elb-jv-uat-boom-4b83280f72b12936.elb.ap-southeast-1.amazonaws.com.,AWS,502632272614,
uat-nereus-ops.grab-sure.com.,CNAME,elb-jv-uat-boom-4b83280f72b12936.elb.ap-southeast-1.amazonaws.com.,AWS,502632272614,
uat-nsso.grab-sure.com.,CNAME,elb-jv-uat-nginx-1327836779.ap-southeast-1.elb.amazonaws.com.,AWS,502632272614,
uat-openapi.grab-sure.com.,CNAME,elb-jv-uat-nginx-1327836779.ap-southeast-1.elb.amazonaws.com.,AWS,502632272614,
uat-partner-admin-web.grab-sure.com.,A,dualstack.elb-jv-uat-nginx-1327836779.ap-southeast-1.elb.amazonaws.com.,AWS,502632272614,
uat-partner-web.grab-sure.com.,CNAME,elb-jv-uat-nginx-1327836779.ap-southeast-1.elb.amazonaws.com.,AWS,502632272614,
uat-permission.grab-sure.com.,CNAME,elb-jv-uat-nginx-1327836779.ap-southeast-1.elb.amazonaws.com,AWS,502632272614,
uat-policy-batch.grab-sure.com.,CNAME,elb-jv-uat-nginx-1327836779.ap-southeast-1.elb.amazonaws.com,AWS,502632272614,
uat-pos-online.grab-sure.com.,CNAME,elb-jv-uat-nginx-1327836779.ap-southeast-1.elb.amazonaws.com,AWS,502632272614,
uat-resmgmt.grab-sure.com.,CNAME,elb-jv-uat-boom-4b83280f72b12936.elb.ap-southeast-1.amazonaws.com.,AWS,502632272614,
uat-self-service.grab-sure.com.,A,elb-jv-uat-nginx-1327836779.ap-southeast-1.elb.amazonaws.com.,AWS,502632272614,
uat-sleuth-ui.grab-sure.com.,CNAME,elb-jv-uat-boom-4b83280f72b12936.elb.ap-southeast-1.amazonaws.com.,AWS,502632272614,
uat-sleuth.grab-sure.com.,CNAME,elb-jv-uat-boom-4b83280f72b12936.elb.ap-southeast-1.amazonaws.com.,AWS,502632272614,
uat-static.grab-sure.com.,CNAME,dtu67y6xpwdj0.cloudfront.net.,AWS,502632272614,
uat-trade.grab-sure.com.,CNAME,elb-jv-uat-nginx-1327836779.ap-southeast-1.elb.amazonaws.com,AWS,502632272614,
uat-vault.grab-sure.com.,CNAME,elb-jv-uat-boom-4b83280f72b12936.elb.ap-southeast-1.amazonaws.com,AWS,502632272614,
uat-xdecision-web.grab-sure.com.,CNAME,elb-jv-uat-nginx-1327836779.ap-southeast-1.elb.amazonaws.com,AWS,502632272614,
uat-zptp.grab-sure.com.,CNAME,elb-jv-uat-boom-4b83280f72b12936.elb.ap-southeast-1.amazonaws.com.,AWS,502632272614,
uat-zptpnsso.grab-sure.com.,CNAME,elb-jv-uat-boom-4b83280f72b12936.elb.ap-southeast-1.amazonaws.com.,AWS,502632272614,
uat-zptprabbitmq.grab-sure.com.,CNAME,elb-jv-uat-boom-4b83280f72b12936.elb.ap-southeast-1.amazonaws.com.,AWS,502632272614,
uat-zptpstaff.grab-sure.com.,CNAME,elb-jv-uat-boom-4b83280f72b12936.elb.ap-southeast-1.amazonaws.com.,AWS,502632272614,
vault-dev-test.grab-sure.com.,CNAME,elb-jv-uat-nginx-1327836779.ap-southeast-1.elb.amazonaws.com,AWS,502632272614,
vault-ops.grab-sure.com.,CNAME,elb-jv-uat-boom-4b83280f72b12936.elb.ap-southeast-1.amazonaws.com,AWS,502632272614,
www.grab-sure.com.,CNAME,grab-sure.com.,AWS,502632272614,
xdecision-local.grab-sure.com.,CNAME,elb-jv-uat-nginx-1327836779.ap-southeast-1.elb.amazonaws.com,AWS,502632272614,
xdecision-web.grab-sure.com.,CNAME,elb-jv-uat-boom-4b83280f72b12936.elb.ap-southeast-1.amazonaws.com.,AWS,502632272614,
yearning-test.grab-sure.com.,CNAME,elb-jv-uat-nginx-1327836779.ap-southeast-1.elb.amazonaws.com,AWS,502632272614,
yearning.grab-sure.com.,CNAME,elb-jv-uat-boom-4b83280f72b12936.elb.ap-southeast-1.amazonaws.com,AWS,502632272614,
zabbix.grab-sure.com.,CNAME,elb-jv-prd-nginx-ops-1735929296.ap-southeast-1.elb.amazonaws.com.,AWS,502632272614,
zptp-uat.grab-sure.com.,CNAME,elb-jv-uat-boom-4b83280f72b12936.elb.ap-southeast-1.amazonaws.com.,AWS,502632272614,
stg-grabpay.com.,NS,"ns-1536.awsdns-00.co.uk.,ns-0.awsdns-00.com.,ns-1024.awsdns-00.org.,ns-512.awsdns-00.net.",AWS,502632272614,
stg-grabpay.com.,SOA,ns-1536.awsdns-00.co.uk. awsdns-hostmaster.amazon.com. 1 7200 900 1209600 86400,AWS,502632272614,
stg-insr-gw01.stg-grabpay.com.,CNAME,vpce-04b69c3c9f0a87786-gduqz7rh.vpce-svc-07e27dfd707853986.ap-southeast-1.vpce.amazonaws.com,AWS,502632272614,
grab-eks.net.,NS,"ns-1536.awsdns-00.co.uk.,ns-0.awsdns-00.com.,ns-1024.awsdns-00.org.,ns-512.awsdns-00.net.",AWS,502632272614,
grab-eks.net.,SOA,ns-1536.awsdns-00.co.uk. awsdns-hostmaster.amazon.com. 1 7200 900 1209600 86400,AWS,502632272614,
\052.uat.grab-eks.net.,CNAME,a955b6a64e9174e88b097220030d3760-b94a64a9143d893b.elb.ap-southeast-1.amazonaws.com,AWS,502632272614,
grab-eks.net.,NS,"ns-1536.awsdns-00.co.uk.,ns-0.awsdns-00.com.,ns-1024.awsdns-00.org.,ns-512.awsdns-00.net.",AWS,502632272614,
grab-eks.net.,SOA,ns-1536.awsdns-00.co.uk. awsdns-hostmaster.amazon.com. 1 7200 900 1209600 86400,AWS,502632272614,
\052.prd.grab-eks.net.,CNAME,a3f01694270af4c3aaf2f1d8764378ab-4ee30514a22ee585.elb.ap-southeast-1.amazonaws.com,AWS,502632272614,
grabsecurity.com.,NS,"ns-1682.awsdns-18.co.uk.,ns-176.awsdns-22.com.,ns-1058.awsdns-04.org.,ns-1003.awsdns-61.net.",AWS,551371041312,
grabsecurity.com.,SOA,ns-1682.awsdns-18.co.uk. awsdns-hostmaster.amazon.com. 1 7200 900 1209600 86400,AWS,551371041312,
_8c90e30f3496280bf4f2cc8d6c64cde3.grabsecurity.com.,CNAME,_acb9c62ab144be406de171d6a6d7e041.hkvuiqjoua.acm-validations.aws.,AWS,551371041312,
_a6c120c4acde6e3d807cf6ce258f187b.grabsecurity.com.,CNAME,_23fceed4685b9f8b2cabaf72b3a1044a.olprtlswtu.acm-validations.aws.,AWS,551371041312,
_amazonses.grabsecurity.com.,TXT,"""x8oEVIUGn4aoV1oLK8WFDrCWlOUwAVIbkULJON/oWGc="",""DI8afLfQyQ1lkXZjsSLKDf0W1Sf9eF1v98X9G9Ry5Sc="",""12/gSH6UTcwpz7cIhPn4YRbnp9tglhlq4eER3hrZBzg=""",AWS,551371041312,
2zjnj2rwzus4opqrflkqudx75ht6ve6x._domainkey.grabsecurity.com.,CNAME,2zjnj2rwzus4opqrflkqudx75ht6ve6x.dkim.amazonses.com,AWS,551371041312,
4pocswt4af7wckhqvftzqhutwzjzsuwg._domainkey.grabsecurity.com.,CNAME,4pocswt4af7wckhqvftzqhutwzjzsuwg.dkim.amazonses.com,AWS,551371041312,
d2erblc63dv4dgi6gslyspa3qyskwckm._domainkey.grabsecurity.com.,CNAME,d2erblc63dv4dgi6gslyspa3qyskwckm.dkim.amazonses.com,AWS,551371041312,
gtqkjv2rrvokkevigtfjoaivckfdxuen._domainkey.grabsecurity.com.,CNAME,gtqkjv2rrvokkevigtfjoaivckfdxuen.dkim.amazonses.com,AWS,551371041312,
hptn5k7e3rah5q5gwvku3pzlyl6v3ccg._domainkey.grabsecurity.com.,CNAME,hptn5k7e3rah5q5gwvku3pzlyl6v3ccg.dkim.amazonses.com,AWS,551371041312,
ndsddelqsbjpjww76kqoxznbpvz4n3rm._domainkey.grabsecurity.com.,CNAME,ndsddelqsbjpjww76kqoxznbpvz4n3rm.dkim.amazonses.com,AWS,551371041312,
ol7sfocgq2p4z63dqr25tzsdbwbu5gyl._domainkey.grabsecurity.com.,CNAME,ol7sfocgq2p4z63dqr25tzsdbwbu5gyl.dkim.amazonses.com,AWS,551371041312,
svjomp6sjd5xe7z5dappsi5wfx4miwgq._domainkey.grabsecurity.com.,CNAME,svjomp6sjd5xe7z5dappsi5wfx4miwgq.dkim.amazonses.com,AWS,551371041312,
u6gzudpjymr44lftb5un76qjmavwsh7y._domainkey.grabsecurity.com.,CNAME,u6gzudpjymr44lftb5un76qjmavwsh7y.dkim.amazonses.com,AWS,551371041312,
apiranger-stg.grabsecurity.com.,A,dualstack.internal-apiranger-stg-1462171541.ap-southeast-1.elb.amazonaws.com.,AWS,551371041312,
_16ea018b571e06748cfad626480f39e1.apiranger-stg.grabsecurity.com.,CNAME,_b0fef85dcf1d3803a3c860aedb46f687.hkvuiqjoua.acm-validations.aws.,AWS,551371041312,
apiranger.grabsecurity.com.,A,dualstack.internal-apiranger-1539038392.ap-southeast-1.elb.amazonaws.com.,AWS,551371041312,
_cb46d25454541d0ba068bf4a090181e7.apiranger.grabsecurity.com.,CNAME,_3fe3234322a0046c253e516b133b932b.hkvuiqjoua.acm-validations.aws.,AWS,551371041312,
aws.grabsecurity.com.,NS,"ns-1930.awsdns-49.co.uk.,ns-1369.awsdns-43.org.,ns-555.awsdns-05.net.,ns-51.awsdns-06.com.",AWS,551371041312,
stg-esnode03.sg.aws.grabsecurity.com.,A,10.53.2.28,AWS,551371041312,
sentinel.az.grabsecurity.com.,A,10.53.4.162,AWS,551371041312,
concedo.grabsecurity.com.,A,dualstack.internal-concedowebui-310680627.ap-southeast-1.elb.amazonaws.com.,AWS,551371041312,
_6dd2a80d84325acc076cbe67e46b6704.concedo.grabsecurity.com.,CNAME,_5e8ab6693648eed48c68f6165c130c67.tljzshvwok.acm-validations.aws.,AWS,551371041312,
authn.concedo.grabsecurity.com.,A,dualstack.internal-concedoauthnelb-1971240671.ap-southeast-1.elb.amazonaws.com.,AWS,551371041312,
authz.concedo.grabsecurity.com.,A,dualstack.internal-concedoauthzelb-7890109.ap-southeast-1.elb.amazonaws.com.,AWS,551371041312,
danglingsubdomainexample.grabsecurity.com.,CNAME,danglingsubdomainexample.grabsecurity.com.s3-website-ap-southeast-1.amazonaws.com,AWS,551371041312,
dev-hive.grabsecurity.com.,A,dualstack.internal-hive-1791773833.ap-southeast-1.elb.amazonaws.com.,AWS,551371041312,
\052.dev-jupyter.grabsecurity.com.,A,dualstack.internal-a829f374acf8611e9ad4506c27ce182e-215961989.ap-southeast-1.elb.amazonaws.com.,AWS,551371041312,
sentinel.dev.grabsecurity.com.,A,dualstack.internal-a3c86b9cc926c11e9a7a2029868154fd-2139218489.ap-southeast-1.elb.amazonaws.com.,AWS,551371041312,
devsecops.grabsecurity.com.,A,10.53.4.241,AWS,551371041312,
enterthevoid.grabsecurity.com.,A,10.53.1.251,AWS,551371041312,
gengar.grabsecurity.com.,A,10.53.2.55,AWS,551371041312,
gitscan.grabsecurity.com.,A,10.53.2.106,AWS,551371041312,
gosdl.grabsecurity.com.,A,10.53.4.7,AWS,551371041312,
grabone.grabsecurity.com.,A,10.53.4.56,AWS,551371041312,
graylogtest.grabsecurity.com.,A,10.53.2.73,AWS,551371041312,
irde.grabsecurity.com.,CNAME,vpce-0e10630ea01104c95-0y65f5ls.vpce-svc-08a4da2063328c14e.ap-southeast-1.vpce.amazonaws.com,AWS,551371041312,
k8dev-cortex.grabsecurity.com.,A,dualstack.internal-2527e050-securityresponsee-9f41-1991559436.ap-southeast-1.elb.amazonaws.com.,AWS,551371041312,
k8dev-hive.grabsecurity.com.,A,dualstack.internal-2527e050-securityresponsee-53ef-398347630.ap-southeast-1.elb.amazonaws.com.,AWS,551371041312,
mirador-stg.grabsecurity.com.,CNAME,https://vpc-mirador-ytqcdueyaubok54fzif4h4g2wy.ap-southeast-1.es.amazonaws.com,AWS,551371041312,
nessus.grabsecurity.com.,A,10.53.1.172,AWS,551371041312,
pentest.grabsecurity.com.,CNAME,internal-defect-dojo-prod-alb-912618873.ap-southeast-1.elb.amazonaws.com,AWS,551371041312,
beta.pentest.grabsecurity.com.,CNAME,internal-defect-dojo-stg-alb-1187714939.ap-southeast-1.elb.amazonaws.com,AWS,551371041312,
pokedex.grabsecurity.com.,A,10.53.3.146,AWS,551371041312,
presidio-stg.grabsecurity.com.,A,10.53.18.114,AWS,551371041312,
privacy-images.grabsecurity.com.,CNAME,d1ia8yt81bqzhh.cloudfront.net,AWS,551371041312,
_f04f88d65881342240a7fe45490bf1ee.privacy-images.grabsecurity.com.,CNAME,_97b9a1cf9117a3bca39126660c7dbfba.olprtlswtu.acm-validations.aws.,AWS,551371041312,
publicvelociraptor.grabsecurity.com.,A,dualstack.velociraptor-1036927872.ap-southeast-1.elb.amazonaws.com.,AWS,551371041312,
rips.grabsecurity.com.,A,10.53.4.231,AWS,551371041312,
api.rips.grabsecurity.com.,A,10.53.4.231,AWS,551371041312,
securezapp.grabsecurity.com.,A,dvc8grsrizdaz.cloudfront.net.,AWS,551371041312,
_d9e04fa4831c131c831629c779b36e2f.securezapp.grabsecurity.com.,CNAME,_067322a08d1c5a30886a4867034f0476.ltfvzjuylp.acm-validations.aws.,AWS,551371041312,
sentinel.grabsecurity.com.,A,dualstack.internal-a71ce69099e2a11e9bc29023401cf5b1-1279136131.ap-southeast-1.elb.amazonaws.com.,AWS,551371041312,
stg.sentinel.grabsecurity.com.,A,10.53.4.137,AWS,551371041312,
share.grabsecurity.com.,A,d3242avduefwky.cloudfront.net.,AWS,551371041312,
_bcc23f4c317153214b34f7e4d1f7f0f5.share.grabsecurity.com.,CNAME,_719724b82b956a66ba89cbc9943759ae.vhzmpjdqfx.acm-validations.aws.,AWS,551371041312,
sohail.grabsecurity.com.,CNAME,dibirexit.cloudfront.net,AWS,551371041312,
sr-gr01.grabsecurity.com.,CNAME,elb-grr-1809165295.ap-southeast-1.elb.amazonaws.com,AWS,551371041312,
ssdlc.grabsecurity.com.,NS,"ns-296.awsdns-37.com.,ns-922.awsdns-51.net.,ns-1082.awsdns-07.org.,ns-1745.awsdns-26.co.uk.",AWS,551371041312,
stg-esnode01.grabsecurity.com.,A,10.53.2.211,AWS,551371041312,
stg-esnode02.grabsecurity.com.,A,10.53.2.152,AWS,551371041312,
stg-esnode03.grabsecurity.com.,A,10.53.2.28,AWS,551371041312,
stg-kibana01.grabsecurity.com.,A,10.53.2.75,AWS,551371041312,
stg-pentest.grabsecurity.com.,A,10.53.4.204,AWS,551371041312,
stg-secportal.grabsecurity.com.,A,10.53.4.182,AWS,551371041312,
stg-sftp.grabsecurity.com.,CNAME,vpce-08305b7a74405e1dd-ix45iiyb-ap-southeast-1a.server.transfer.ap-southeast-1.vpce.amazonaws.com,AWS,551371041312,
sentinel.stg.grabsecurity.com.,A,dualstack.internal-a398ebf9bdb6b11e9b6fb02cad9347c8-1783606558.ap-southeast-1.elb.amazonaws.com.,AWS,551371041312,
subdomain.grabsecurity.com.,NS,"ns-999.awsdns-60.net,ns-479.awsdns-59.com,ns-1054.awsdns-03.org,ns-1979.awsdns-55.co.uk",AWS,551371041312,
t-rex.grabsecurity.com.,A,10.53.4.71,AWS,551371041312,
test-es.grabsecurity.com.,CNAME,test-elasticsearch-e356b33fe5efd924.elb.ap-southeast-1.amazonaws.com,AWS,551371041312,
_66a526c60235d94cdf17128726d1bcbe.testsidharth.grabsecurity.com.,CNAME,_2e7006ef9ec9a5532a8813f0303838e1.tfmgdnztqk.acm-validations.aws.,AWS,551371041312,
velociraptor.grabsecurity.com.,A,dualstack.internal-a5d38eef9593411eaadd502c2f7893f1-484038830.ap-southeast-1.elb.amazonaws.com.,AWS,551371041312,
stg-grabsecurity.com.,NS,"ns-1637.awsdns-12.co.uk.,ns-753.awsdns-30.net.,ns-31.awsdns-03.com.,ns-1408.awsdns-48.org.",AWS,551371041312,
stg-grabsecurity.com.,SOA,ns-1637.awsdns-12.co.uk. awsdns-hostmaster.amazon.com. 1 7200 900 1209600 86400,AWS,551371041312,
_1002ff33d2bbf6aae08833d129623518.stg-grabsecurity.com.,CNAME,_41d44b88f48b0b474ffce53d916c63ff.ltfvzjuylp.acm-validations.aws.,AWS,551371041312,
_acme-challenge.stg-grabsecurity.com.,TXT,"""Jdo83xGPX33J5rHnjBQmUN-A3RrZegVS_QmrmbY5tTs""",AWS,551371041312,
dev-eks.stg-grabsecurity.com.,CNAME,https://6F68BE44FC461A4C6613846A35A71B63.sk1.ap-southeast-1.eks.amazonaws.com,AWS,551371041312,
dev-prometheus.stg-grabsecurity.com.,A,10.53.9.251,AWS,551371041312,
_acme-challenge.dev-prometheus.stg-grabsecurity.com.,TXT,"""DAewcMo8QrMKwHFm3baW5YWvoQiZWmSpUChEbszfGXY""",AWS,551371041312,
dev-secportal.stg-grabsecurity.com.,A,internal-aa5d6b1b1924111e9a7a2029868154fd-424755321.ap-southeast-1.elb.amazonaws.com.,AWS,551371041312,
dev-secportal.stg-grabsecurity.com.,TXT,"""heritage=external-dns,external-dns/owner=/hostedzone/Z2OKGKN2UGP9N1,external-dns/resource=service/secportal/secportal-api-service""",AWS,551371041312,
infosec-k8s-internal.stg-grabsecurity.com.,CNAME,internal-0bb026c1-ingress-rootinter-9797-440771311.ap-southeast-1.elb.amazonaws.com,AWS,551371041312,
infosec-k8s.stg-grabsecurity.com.,CNAME,internal-2527e050-ingress-rootinter-9797-217038671.ap-southeast-1.elb.amazonaws.com,AWS,551371041312,
_7fcf570cc8664d9e6a2c88b78a511a30.infosec-k8s.stg-grabsecurity.com.,CNAME,_aabc8eb119ab982e4a12edd9181529c1.mzlfeqexyx.acm-validations.aws.,AWS,551371041312,
cortex.infosec-k8s.stg-grabsecurity.com.,CNAME,infosec-k8s.stg-grabsecurity.com.,AWS,551371041312,
ingress.infosec-k8s.stg-grabsecurity.com.,CNAME,infosec-k8s.stg-grabsecurity.com,AWS,551371041312,
metrics-nginx.ingress.infosec-k8s.stg-grabsecurity.com.,CNAME,infosec-k8s.stg-grabsecurity.com,AWS,551371041312,
kube2iam.infosec-k8s.stg-grabsecurity.com.,CNAME,infosec-k8s.stg-grabsecurity.com,AWS,551371041312,
kubeopsview.infosec-k8s.stg-grabsecurity.com.,CNAME,infosec-k8s.stg-grabsecurity.com,AWS,551371041312,
polaris.infosec-k8s.stg-grabsecurity.com.,CNAME,infosec-k8s.stg-grabsecurity.com.,AWS,551371041312,
prom.infosec-k8s.stg-grabsecurity.com.,CNAME,infosec-k8s.stg-grabsecurity.com.,AWS,551371041312,
prometheus.infosec-k8s.stg-grabsecurity.com.,CNAME,infosec-k8s.stg-grabsecurity.com.,AWS,551371041312,
thehive.infosec-k8s.stg-grabsecurity.com.,CNAME,infosec-k8s.stg-grabsecurity.com.,AWS,551371041312,
mirador-grafana.stg-grabsecurity.com.,A,10.53.2.219,AWS,551371041312,
pokedex.stg-grabsecurity.com.,A,10.53.0.151,AWS,551371041312,
sentinel.stg-grabsecurity.com.,A,internal-a3c86b9cc926c11e9a7a2029868154fd-2139218489.ap-southeast-1.elb.amazonaws.com.,AWS,551371041312,
sentinel.stg-grabsecurity.com.,TXT,"""heritage=external-dns,external-dns/owner=/hostedzone/Z2OKGKN2UGP9N1,external-dns/resource=service/sentinel/sentinel-nginx-service""",AWS,551371041312,
